OrderID,CustomerID,OrderDate,ProductID,Quantity,Discount,PaymentMethod,Status,Age,City,SignupDate,CustomerSegment,ProductName,Category,UnitPrice,Sales,OrderValue
500042,104499,19/06/2025,2006,1,10,Gateway,Completed,29,Kerman,17/02/2023,Regular,Webcam,Electronics,48,43,43
500043,109584,12/07/2024,2020,1,0,Gateway,Completed,18,Tabriz,19/12/2024,Regular,Gaming Controller,Gaming,68,68,68
500044,104936,02/08/2024,2005,1,0,CardToCard,Completed,46,Mashhad,02/02/2024,Regular,Laptop Stand,Accessories,28,28,28
500045,100241,18/06/2025,2017,2,5,Gateway,Completed,24,Tehran,20/12/2023,Regular,HDMI Cable,Accessories,11,21,21
500046,107541,22/02/2025,2002,1,5,CardToCard,Completed,49,Mashhad,02/06/2024,Regular,Mechanical Keyboard,Electronics,62,59,59
500047,109317,16/05/2026,2003,3,0,CardToCard,Completed,65,Tabriz,02/12/2023,Regular,USB-C Cable,Accessories,9,27,27
500048,109778,16/08/2024,2010,2,0,Cash,Completed,36,Tehran,13/11/2023,New,Fitness Band,Wearables,55,110,110
500049,102735,28/01/2026,2003,2,0,CardToCard,Completed,39,Qom,03/01/2025,VIP,USB-C Cable,Accessories,9,18,18
500050,103894,01/02/2025,2017,1,5,Gateway,Completed,27,Tehran,25/09/2025,Regular,HDMI Cable,Accessories,11,10,10
500051,102673,26/04/2024,2011,1,0,Gateway,Completed,58,Rasht,26/07/2025,New,Desk Lamp,Home Office,32,32,32
500052,108100,25/07/2024,2013,3,10,Wallet,Completed,52,Mashhad,17/09/2024,VIP,Notebook,Stationery,7,19,19
500053,106454,14/10/2025,2013,1,0,Wallet,Completed,50,Tehran,26/02/2023,New,Notebook,Stationery,7,7,7
500054,106300,15/12/2025,2011,1,20,Wallet,Returned,26,Tabriz,07/08/2025,New,Desk Lamp,Home Office,32,26,26
500055,109861,04/02/2024,2011,2,15,Cash,Completed,43,Tehran,07/11/2024,New,Desk Lamp,Home Office,32,54,54
500056,108499,20/12/2024,2018,2,0,Wallet,Completed,46,Tehran,17/01/2023,New,Microphone,Electronics,85,170,170
500057,101360,02/03/2025,2011,1,0,Gateway,Completed,35,Isfahan,13/03/2025,New,Desk Lamp,Home Office,32,32,32
500058,104257,15/06/2025,2010,2,0,Gateway,Completed,33,Tehran,05/06/2024,New,Fitness Band,Wearables,55,110,110
500059,109227,16/07/2025,2003,1,0,Wallet,Completed,52,Tehran,08/07/2024,New,USB-C Cable,Accessories,9,9,9
500060,104648,18/12/2025,2009,2,15,Wallet,Completed,21,Isfahan,25/04/2023,Regular,Smart Watch,Wearables,120,204,204
500061,103566,24/08/2024,2011,2,0,Cash,Completed,30,Mashhad,04/01/2023,New,Desk Lamp,Home Office,32,64,64
500062,103020,06/04/2024,2007,3,5,Gateway,Completed,53,Tabriz,07/05/2023,New,Headphones,Electronics,75,214,214
500063,106946,10/06/2024,2011,1,0,Gateway,Completed,44,Tabriz,19/07/2025,Regular,Desk Lamp,Home Office,32,32,32
500064,107003,11/04/2026,2015,2,10,CardToCard,Completed,64,Tehran,14/06/2023,Regular,Bluetooth Speaker,Electronics,58,104,104
500065,104518,17/04/2025,2014,1,0,CardToCard,Completed,20,Mashhad,11/01/2024,Regular,Backpack,Accessories,42,42,42
500066,102799,08/07/2024,2017,1,5,Gateway,Completed,51,Mashhad,30/12/2023,New,HDMI Cable,Accessories,11,10,10
500067,100378,09/11/2025,2013,1,5,Gateway,Completed,53,Karaj,31/08/2023,Regular,Notebook,Stationery,7,7,7
500068,104093,22/05/2025,2002,1,5,Wallet,Cancelled,35,Tehran,25/10/2025,Regular,Mechanical Keyboard,Electronics,62,59,59
500069,103550,13/11/2024,2011,4,10,Gateway,Returned,48,Tabriz,22/06/2024,New,Desk Lamp,Home Office,32,115,115
500070,105158,16/01/2024,2003,3,0,Gateway,Completed,23,Qom,06/11/2024,New,USB-C Cable,Accessories,9,27,27
500071,100053,07/11/2025,2008,1,10,Wallet,Completed,35,Shiraz,27/02/2024,Regular,Phone Case,Accessories,14,13,13
500072,108212,12/09/2025,2017,1,20,CardToCard,Completed,22,Mashhad,11/05/2023,New,HDMI Cable,Accessories,11,9,9
500073,102545,14/08/2024,2002,2,5,Gateway,Completed,56,Shiraz,22/02/2023,New,Mechanical Keyboard,Electronics,62,118,118
500074,106487,17/08/2024,2014,5,10,Gateway,Completed,55,Kerman,11/06/2025,Regular,Backpack,Accessories,42,189,189
500075,104951,22/08/2024,2007,1,5,Wallet,Completed,33,Tehran,18/01/2025,New,Headphones,Electronics,75,71,71
500076,105369,02/08/2025,2014,3,5,Gateway,Completed,49,Isfahan,10/12/2024,Regular,Backpack,Accessories,42,120,120
500077,108987,11/09/2024,2003,2,30,Gateway,Completed,53,Tehran,06/06/2025,Regular,USB-C Cable,Accessories,9,13,13
500078,100771,25/09/2024,2002,2,30,CardToCard,Completed,49,Qom,20/01/2025,New,Mechanical Keyboard,Electronics,62,87,87
500079,103388,21/11/2024,2015,2,20,Wallet,Completed,53,Shiraz,13/06/2023,New,Bluetooth Speaker,Electronics,58,93,93
500080,100685,05/06/2026,2013,1,0,Gateway,Cancelled,26,Isfahan,22/04/2025,New,Notebook,Stationery,7,7,7
500081,107845,01/02/2025,2018,2,0,Gateway,Completed,26,Tehran,23/04/2024,Regular,Microphone,Electronics,85,170,170
500082,103580,22/11/2024,2007,3,5,CardToCard,Completed,21,Tehran,24/09/2023,Regular,Headphones,Electronics,75,214,214
500083,104496,10/02/2025,2008,1,0,Wallet,Completed,48,Tehran,02/06/2023,Regular,Phone Case,Accessories,14,14,14
500084,100243,13/09/2025,2013,3,5,CardToCard,Completed,22,Mashhad,21/05/2023,New,Notebook,Stationery,7,20,20
500085,106025,03/02/2026,2003,1,0,Gateway,Completed,41,Tehran,23/02/2023,New,USB-C Cable,Accessories,9,9,9
500086,102251,19/06/2026,2001,1,0,Gateway,Completed,42,Shiraz,24/05/2025,Regular,Wireless Mouse,Electronics,18,18,18
500087,100613,23/02/2025,2015,2,0,Gateway,Completed,55,Mashhad,24/07/2024,New,Bluetooth Speaker,Electronics,58,116,116
500088,109509,01/02/2025,2008,3,5,CardToCard,Completed,57,Tabriz,11/11/2025,Regular,Phone Case,Accessories,14,40,40
500089,105172,12/10/2024,2019,2,5,Gateway,Completed,39,Mashhad,28/12/2025,Regular,Tablet,Electronics,260,494,494
500090,102165,04/11/2025,2003,4,10,Wallet,Completed,63,Rasht,23/01/2024,New,USB-C Cable,Accessories,9,32,32
500091,103486,20/07/2025,2003,1,10,Cash,Cancelled,19,Ahvaz,29/08/2025,Regular,USB-C Cable,Accessories,9,8,8
500092,107995,09/11/2024,2001,5,5,CardToCard,Completed,58,Qom,06/02/2025,Regular,Wireless Mouse,Electronics,18,86,86
500094,106590,26/06/2024,2015,2,30,Gateway,Completed,41,Tehran,06/12/2025,Regular,Bluetooth Speaker,Electronics,58,81,81
500095,102948,22/08/2025,2020,1,15,Gateway,Completed,41,Isfahan,03/11/2025,Regular,Gaming Controller,Gaming,68,58,58
500096,101255,05/08/2024,2018,1,0,CardToCard,Completed,49,Rasht,30/04/2025,Regular,Microphone,Electronics,85,85,85
500097,100083,29/10/2024,2004,1,30,Gateway,Completed,25,Isfahan,19/12/2023,Regular,Power Bank,Electronics,35,24,24
500098,102041,29/02/2024,2017,3,0,Gateway,Cancelled,31,Tabriz,28/03/2025,Regular,HDMI Cable,Accessories,11,33,33
500099,109236,09/07/2024,2014,4,10,CardToCard,Completed,44,Isfahan,24/03/2024,New,Backpack,Accessories,42,151,151
500100,100300,17/06/2024,2005,3,0,CardToCard,Completed,19,Tehran,02/11/2025,New,Laptop Stand,Accessories,28,84,84
500101,100163,27/09/2025,2008,2,15,Gateway,Completed,37,Tehran,22/08/2024,Regular,Phone Case,Accessories,14,24,24
500102,100303,23/08/2025,2010,1,0,Gateway,Completed,18,Karaj,25/10/2023,Regular,Fitness Band,Wearables,55,55,55
500103,107340,10/04/2025,2005,1,5,Gateway,Completed,45,Tabriz,26/08/2024,New,Laptop Stand,Accessories,28,27,27
500104,108874,30/11/2024,2005,1,10,CardToCard,Completed,57,Rasht,04/12/2024,Regular,Laptop Stand,Accessories,28,25,25
500105,104487,10/02/2026,2015,1,15,Gateway,Completed,44,Tabriz,02/04/2023,Regular,Bluetooth Speaker,Electronics,58,49,49
500106,109797,03/02/2026,2007,3,0,Gateway,Completed,47,Isfahan,02/11/2024,Regular,Headphones,Electronics,75,225,225
500107,103568,04/06/2025,2007,3,10,Wallet,Completed,25,Isfahan,25/06/2023,Regular,Headphones,Electronics,75,202,202
500108,109290,22/07/2025,2018,4,0,Wallet,Completed,31,Mashhad,09/02/2023,Regular,Microphone,Electronics,85,340,340
500109,104967,19/11/2025,2017,2,5,Gateway,Completed,28,Mashhad,15/08/2023,New,HDMI Cable,Accessories,11,21,21
500110,103549,16/09/2025,2003,1,15,Gateway,Cancelled,41,Karaj,02/02/2024,Regular,USB-C Cable,Accessories,9,8,8
500111,108820,13/07/2024,2003,3,0,Gateway,Completed,25,Qom,05/08/2025,VIP,USB-C Cable,Accessories,9,27,27
500112,100737,10/03/2025,2005,2,10,Gateway,Completed,53,Tabriz,03/08/2025,Regular,Laptop Stand,Accessories,28,50,50
500113,101140,11/05/2024,2013,1,15,Gateway,Cancelled,43,Isfahan,04/01/2023,VIP,Notebook,Stationery,7,6,6
500114,107642,30/11/2025,2007,3,0,Gateway,Completed,54,Shiraz,28/10/2023,Regular,Headphones,Electronics,75,225,225
500115,109188,18/07/2025,2008,2,0,Gateway,Completed,27,Isfahan,11/11/2023,New,Phone Case,Accessories,14,28,28
500116,102851,04/06/2026,2001,1,5,Gateway,Completed,27,Shiraz,27/07/2024,Regular,Wireless Mouse,Electronics,18,17,17
500117,106117,28/04/2024,2008,2,15,Wallet,Returned,58,Tehran,27/08/2024,Regular,Phone Case,Accessories,14,24,24
500118,101946,16/03/2025,2005,1,5,Gateway,Completed,41,Karaj,06/02/2025,Regular,Laptop Stand,Accessories,28,27,27
500119,101651,17/09/2025,2007,3,0,Gateway,Completed,41,Tabriz,19/05/2024,Regular,Headphones,Electronics,75,225,225
500120,104593,19/01/2026,2001,5,0,Gateway,Completed,21,Rasht,21/01/2023,Regular,Wireless Mouse,Electronics,18,90,90
500121,109488,07/01/2026,2008,3,0,CardToCard,Completed,31,Qom,15/08/2023,VIP,Phone Case,Accessories,14,42,42
500122,100808,23/06/2024,2012,2,15,Gateway,Completed,23,Ahvaz,22/01/2025,VIP,Office Chair,Home Office,180,306,306
500123,108989,08/06/2026,2008,1,15,Gateway,Completed,18,Ahvaz,24/06/2025,New,Phone Case,Accessories,14,12,12
500124,100247,07/06/2026,2002,1,30,CardToCard,Completed,54,Isfahan,30/10/2023,New,Mechanical Keyboard,Electronics,62,43,43
500125,109971,22/05/2026,2007,4,30,Gateway,Completed,27,Karaj,18/03/2025,Regular,Headphones,Electronics,75,210,210
500126,105041,14/06/2025,2005,4,5,Cash,Completed,34,Tehran,14/08/2025,New,Laptop Stand,Accessories,28,106,106
500127,108080,19/12/2025,2007,2,0,CardToCard,Completed,57,Kerman,23/04/2025,VIP,Headphones,Electronics,75,150,150
500128,106290,06/03/2024,2014,1,5,CardToCard,Completed,57,Tehran,15/05/2025,New,Backpack,Accessories,42,40,40
500129,108436,08/08/2024,2019,1,0,Gateway,Completed,21,Isfahan,02/02/2025,Regular,Tablet,Electronics,260,260,260
500130,106102,20/03/2024,2012,1,30,Gateway,Completed,60,Tehran,14/10/2025,Regular,Office Chair,Home Office,180,126,126
500131,101553,12/03/2025,2007,1,5,Wallet,Completed,43,Ahvaz,25/07/2023,VIP,Headphones,Electronics,75,71,71
500132,100253,17/05/2026,2008,1,5,Gateway,Completed,27,Tehran,28/06/2024,New,Phone Case,Accessories,14,13,13
500133,108318,14/07/2025,2017,2,10,Gateway,Completed,39,Mashhad,08/05/2023,Regular,HDMI Cable,Accessories,11,20,20
500134,100871,02/02/2025,2017,1,0,CardToCard,Completed,39,Tabriz,23/04/2023,New,HDMI Cable,Accessories,11,11,11
500135,107244,16/11/2025,2017,2,30,CardToCard,Completed,31,Qom,11/06/2025,New,HDMI Cable,Accessories,11,15,15
500136,101858,20/04/2025,2018,2,0,Gateway,Completed,41,Mashhad,21/02/2024,New,Microphone,Electronics,85,170,170
500137,106607,30/01/2025,2017,3,5,CardToCard,Completed,59,Tabriz,03/12/2024,New,HDMI Cable,Accessories,11,31,31
500138,103340,27/06/2025,2007,1,0,Gateway,Completed,59,Karaj,01/08/2024,Regular,Headphones,Electronics,75,75,75
500139,108835,18/03/2025,2011,4,5,CardToCard,Completed,63,Karaj,25/10/2025,Regular,Desk Lamp,Home Office,32,122,122
500140,107286,08/07/2025,2008,1,20,Wallet,Completed,41,Tehran,10/02/2025,Regular,Phone Case,Accessories,14,11,11
500141,104773,24/11/2025,2010,2,5,Gateway,Completed,26,Karaj,09/06/2023,New,Fitness Band,Wearables,55,104,104
500142,100252,03/02/2025,2010,1,10,CardToCard,Completed,41,Tehran,12/09/2024,VIP,Fitness Band,Wearables,55,50,50
500143,103103,24/12/2024,2016,2,10,Gateway,Completed,18,Karaj,09/12/2023,Regular,Monitor,Electronics,21,38,38
500145,107442,01/03/2026,2008,2,15,CardToCard,Completed,48,Tabriz,24/10/2025,Regular,Phone Case,Accessories,14,24,24
500146,107442,31/12/2024,2009,4,0,Cash,Completed,48,Tabriz,24/10/2025,Regular,Smart Watch,Wearables,120,480,480
500147,104242,02/01/2026,2010,4,0,Wallet,Completed,31,Isfahan,16/01/2024,New,Fitness Band,Wearables,55,220,220
500148,103890,17/06/2025,2013,3,10,Wallet,Completed,57,Tehran,26/10/2025,New,Notebook,Stationery,7,19,19
500149,105747,11/01/2024,2009,2,30,CardToCard,Completed,38,Isfahan,16/11/2024,Regular,Smart Watch,Wearables,120,168,168
500150,104546,15/02/2025,2014,1,5,CardToCard,Completed,54,Tehran,23/04/2024,Regular,Backpack,Accessories,42,40,40
500151,104785,30/06/2024,2006,4,5,Gateway,Completed,58,Shiraz,01/12/2024,Regular,Webcam,Electronics,48,182,182
500152,101032,10/05/2024,2012,1,0,Wallet,Completed,26,Isfahan,22/10/2023,Regular,Office Chair,Home Office,180,180,180
500153,108727,21/07/2024,2018,1,0,CardToCard,Completed,60,Isfahan,26/04/2025,New,Microphone,Electronics,85,85,85
500154,102971,07/09/2025,2007,1,15,Wallet,Completed,47,Tabriz,13/02/2024,New,Headphones,Electronics,75,64,64
500155,103997,26/06/2025,2003,2,5,Wallet,Returned,19,Ahvaz,23/10/2024,Regular,USB-C Cable,Accessories,9,17,17
500156,103396,08/04/2025,2014,1,10,Gateway,Completed,56,Shiraz,02/08/2023,Regular,Backpack,Accessories,42,38,38
500157,109573,03/03/2025,2014,1,15,Gateway,Completed,25,Tehran,31/07/2025,New,Backpack,Accessories,42,36,36
500158,109579,02/12/2024,2009,2,30,CardToCard,Completed,41,Tehran,01/10/2024,New,Smart Watch,Wearables,120,168,168
500159,109132,06/02/2026,2003,2,5,Gateway,Completed,49,Kerman,09/10/2024,Regular,USB-C Cable,Accessories,9,17,17
500160,105558,06/04/2026,2007,3,0,Cash,Completed,30,Tehran,15/03/2023,Regular,Headphones,Electronics,75,225,225
500161,103309,22/10/2025,2016,1,10,Cash,Completed,19,Mashhad,01/08/2025,VIP,Monitor,Electronics,21,19,19
500162,101330,06/09/2024,2014,1,20,Gateway,Completed,34,Tehran,19/07/2023,Regular,Backpack,Accessories,42,34,34
500163,105525,13/03/2026,2006,1,0,CardToCard,Completed,47,Rasht,13/03/2024,New,Webcam,Electronics,48,48,48
500164,107488,08/12/2025,2004,2,5,Gateway,Completed,42,Isfahan,03/11/2025,Regular,Power Bank,Electronics,35,66,66
500165,106784,17/04/2024,2003,1,20,CardToCard,Completed,51,Karaj,12/09/2023,Regular,USB-C Cable,Accessories,9,7,7
500166,109289,22/10/2024,2007,3,0,Gateway,Completed,41,Mashhad,23/01/2024,New,Headphones,Electronics,75,225,225
500167,109697,10/10/2024,2004,2,0,Cash,Cancelled,38,Tehran,25/11/2023,New,Power Bank,Electronics,35,70,70
500168,100360,22/09/2025,2008,5,0,Gateway,Completed,53,Qom,03/09/2023,Regular,Phone Case,Accessories,14,70,70
500169,104134,28/03/2025,2003,1,0,Wallet,Completed,42,Shiraz,21/11/2023,New,USB-C Cable,Accessories,9,9,9
500170,105228,18/08/2024,2008,1,10,Cash,Completed,55,Tehran,24/10/2024,Regular,Phone Case,Accessories,14,13,13
500171,105936,18/07/2024,2011,2,0,CardToCard,Completed,31,Tehran,25/08/2024,New,Desk Lamp,Home Office,32,64,64
500172,104045,30/01/2025,2001,1,5,Gateway,Completed,37,Mashhad,27/03/2024,VIP,Wireless Mouse,Electronics,18,17,17
500173,106613,29/07/2025,2008,1,15,Gateway,Cancelled,62,Tehran,26/04/2023,New,Phone Case,Accessories,14,12,12
500174,106216,15/03/2025,2016,1,10,Gateway,Completed,41,Tehran,05/05/2024,New,Monitor,Electronics,21,19,19
500175,105281,13/08/2024,2005,4,0,Gateway,Completed,52,Tabriz,11/01/2025,Regular,Laptop Stand,Accessories,28,112,112
500176,101073,19/06/2025,2017,1,5,Cash,Completed,54,Tehran,09/10/2024,Regular,HDMI Cable,Accessories,11,10,10
500177,102785,29/06/2026,2002,2,10,CardToCard,Completed,61,Mashhad,24/02/2023,New,Mechanical Keyboard,Electronics,62,112,112
500178,101517,01/06/2024,2013,1,15,Wallet,Completed,41,Karaj,22/10/2023,Regular,Notebook,Stationery,7,6,6
500179,103489,01/04/2025,2008,1,0,Gateway,Completed,39,Qom,23/03/2025,Regular,Phone Case,Accessories,14,14,14
500180,105531,20/11/2024,2014,1,5,CardToCard,Completed,46,Karaj,04/06/2024,New,Backpack,Accessories,42,40,40
500181,103745,07/07/2024,2010,2,0,Gateway,Completed,29,Shiraz,20/08/2023,Regular,Fitness Band,Wearables,55,110,110
500182,104872,26/01/2026,2003,1,10,Cash,Completed,63,Qom,04/07/2025,Regular,USB-C Cable,Accessories,9,8,8
500183,102886,08/05/2026,2016,1,5,Gateway,Completed,25,Mashhad,05/09/2023,Regular,Monitor,Electronics,21,20,20
500184,106987,29/10/2024,2017,3,5,Gateway,Completed,43,Tehran,02/04/2023,New,HDMI Cable,Accessories,11,31,31
500185,105068,27/10/2024,2013,1,0,Gateway,Completed,18,Kerman,21/09/2023,New,Notebook,Stationery,7,7,7
500186,107190,20/03/2024,2007,1,0,Gateway,Completed,20,Tehran,10/03/2023,Regular,Headphones,Electronics,75,75,75
500187,100617,17/06/2025,2003,3,20,Gateway,Completed,41,Isfahan,23/12/2024,Regular,USB-C Cable,Accessories,9,22,22
500188,108226,24/01/2024,2002,1,5,Cash,Completed,41,Mashhad,28/11/2024,Regular,Mechanical Keyboard,Electronics,62,59,59
500189,107802,04/03/2025,2014,2,15,Gateway,Completed,24,Tabriz,10/02/2025,Regular,Backpack,Accessories,42,71,71
500190,107506,12/05/2024,2004,1,10,Wallet,Completed,39,Tehran,04/10/2025,VIP,Power Bank,Electronics,35,32,32
500191,100026,03/08/2025,2012,2,0,Cash,Completed,48,Tabriz,11/06/2025,New,Office Chair,Home Office,180,360,360
500192,109461,01/04/2026,2015,1,10,Wallet,Completed,25,Tabriz,20/08/2024,Regular,Bluetooth Speaker,Electronics,58,52,52
500193,106441,17/03/2024,2008,1,5,Gateway,Completed,58,Mashhad,07/12/2025,New,Phone Case,Accessories,14,13,13
500194,105983,02/11/2025,2013,2,5,CardToCard,Completed,62,Tehran,08/07/2025,Regular,Notebook,Stationery,7,13,13
500195,100659,18/12/2025,2005,1,5,CardToCard,Completed,21,Tehran,25/11/2025,New,Laptop Stand,Accessories,28,27,27
500196,107716,01/06/2024,2008,1,5,Gateway,Completed,39,Tehran,17/11/2025,Regular,Phone Case,Accessories,14,13,13
500197,109561,24/03/2026,2008,2,10,CardToCard,Returned,44,Shiraz,09/03/2024,Regular,Phone Case,Accessories,14,25,25
500198,109142,20/06/2025,2011,1,5,Gateway,Completed,32,Tehran,15/12/2025,Regular,Desk Lamp,Home Office,32,30,30
500199,105852,07/04/2025,2011,2,0,Gateway,Completed,46,Isfahan,31/03/2024,New,Desk Lamp,Home Office,32,64,64
500200,104768,03/08/2025,2008,2,10,CardToCard,Completed,18,Tabriz,29/05/2025,VIP,Phone Case,Accessories,14,25,25
500201,104200,06/09/2024,2001,3,0,Gateway,Completed,29,Isfahan,26/11/2025,New,Wireless Mouse,Electronics,18,54,54
500202,101186,23/01/2024,2009,2,0,Gateway,Cancelled,32,Karaj,17/08/2024,New,Smart Watch,Wearables,120,240,240
500203,103758,17/01/2025,2008,1,0,Cash,Completed,44,Tehran,03/12/2023,New,Phone Case,Accessories,14,14,14
500204,108390,04/10/2025,2013,1,15,Gateway,Completed,31,Kerman,26/10/2025,New,Notebook,Stationery,7,6,6
500205,109364,19/03/2026,2003,1,0,CardToCard,Completed,20,Shiraz,28/08/2025,VIP,USB-C Cable,Accessories,9,9,9
500206,101183,06/01/2025,2020,2,0,CardToCard,Completed,51,Qom,10/12/2024,Regular,Gaming Controller,Gaming,68,136,136
500207,101856,16/08/2024,2018,1,5,Gateway,Completed,58,Mashhad,20/01/2025,Regular,Microphone,Electronics,85,81,81
500208,103338,23/04/2024,2014,3,5,Wallet,Completed,20,Tehran,24/06/2024,New,Backpack,Accessories,42,120,120
500209,104657,10/04/2026,2006,1,15,Cash,Completed,24,Isfahan,08/06/2025,Regular,Webcam,Electronics,48,41,41
500211,105761,09/03/2026,2009,1,0,Wallet,Completed,23,Tehran,11/10/2024,Regular,Smart Watch,Wearables,120,120,120
500212,102102,07/06/2024,2014,2,0,Gateway,Completed,50,Tehran,25/02/2025,New,Backpack,Accessories,42,84,84
500213,101342,16/01/2024,2008,1,10,Gateway,Completed,24,Tehran,18/06/2025,New,Phone Case,Accessories,14,13,13
500214,102133,12/07/2024,2008,1,10,Gateway,Completed,42,Tehran,05/05/2024,Regular,Phone Case,Accessories,14,13,13
500215,101884,01/03/2025,2014,1,10,Gateway,Completed,58,Qom,07/12/2024,Regular,Backpack,Accessories,42,38,38
500216,108279,28/10/2024,2008,1,10,Wallet,Completed,26,Mashhad,20/06/2025,VIP,Phone Case,Accessories,14,13,13
500217,101096,05/03/2026,2014,3,10,Gateway,Completed,21,Mashhad,24/01/2024,New,Backpack,Accessories,42,113,113
